ç·¨è?,ç­”æ?,é¡žè?é¡Œç›®
0211,"²Ä11ÃD
?? °Ñ¦Òµª®×¡GB

?? ¸Ô²Ó¸ÑÄÀ¡G
¸Á»eªº¤ô¶Õ·¥§C¡A¯à¨Ï²ÓµßÅé¤º¤ô¤À¥~º¯¡A§í¨î·L¥Íª«¥Íªø¡A¦]¦¹¥i¥Hªø´Á«O¦s¡C
Honey has a very low water potential, causing water to move out of microbial cells by osmosis, preventing their growth and allowing long preservation.

¿ï¶µ?A?¡upH­È§C¡vÁö¥i§íµß¡A¦ý¤£¬O¥D­n­ì¦]¡C
Option?A?low pH contributes but is not the main preservation factor.

¿ï¶µ?C?»P?D?¿ù¡A®ð§t¶q©MÄqª«¤ñ¨Ò¤£¼vÅT¨¾»G¯à¤O¡C
Options?C?and?D?are irrelevant, as gas or mineral contents do not affect preservation ability.

?? ¦Ò¸Õ´£¿ô¡G
¡u§C¤ô¶Õ¨¾»G­ì²z¡v¬O±`¦Ò·§©À¡A¤]¾A¥Î©óÆQº{»P¿}º{­¹«~¡C
The principle of low water potential inhibition applies similarly to salted or sugared foods.",
0212,"²Ä12ÃD
?? °Ñ¦Òµª®×¡GD

?? ¸Ô²Ó¸ÑÄÀ¡G
Ä«ªG§t¦³¦hºØÀç¾i¯À¡A¥]¬Aºû¥Í¯ÀC¡BÄqª«½è»P¿¯­¹ÅÖºû¡C
Apples contain various nutrients such as vitamin?C, minerals, and dietary fibre.

ºû¥Í¯À´£°ª§K¬Ì¤O¡AÄqª«½èºû«ùÅé²G¥­¿Å¡A¦Ó¿¯­¹ÅÖºû«P¶i¸z¹DÄ¯°Ê¡C
Vitamins strengthen immunity, minerals maintain fluid balance, and fibre aids intestinal movement.

¥h°£¥ô¦ó¤@¶µ³£·|¨Ïµª®×¤£§¹¾ã¡A¦]¦¹À³¿ïD¡C
Omitting any of the three makes the answer incomplete, so D is correct.

?? ¦Ò¸Õ´£¿ô¡G
¦Ò°Æ­¹«~Àç¾i®É¡A°O±oÄ«ªGÄÝ©ó°ªÅÖ§C¯×¤ôªG¡A­«¦b«O°·§@¥Î¡C
When discussing fruit nutrition, note that apples are high-fibre and low-fat, emphasizing health benefits.",
0213,"²Ä13ÃD
?? °Ñ¦Òµª®×¡GD

?? ¸Ô²Ó¸ÑÄÀ¡G
¤ûÄÝ°Êª«Àç¾iªÌ¡Aª½±µÄá­¹´Óª«©TÅéª«½è¡]¦p¯ó¡^¡AÄÝ²§¾i°Êª«ªº°Êª«¦¡Àç¾i¡C
A cow exhibits holozoic nutrition ¡X it ingests solid food from other organisms (plants), typical of heterotrophs.

Û£Ãþ¥H»G¥Í¤è¦¡§l¦¬¦º¥h¦³¾÷ª«¡AÄÝ»G¥ÍÀç¾i¡C
Fungi obtain nourishment by absorbing decomposed organic matter, called saprophytic nutrition.

¿ï¶µ?A?»P?B?·d²V¦Û¾i»P²§¾i©w¸q¡F¿ï¶µ?C?»~±N4ªÌ³£´y­z¬°±H¥Í¡C
Options?A?and?B?confuse autotrophy with heterotrophy; option?C?incorrectly labels both as parasitic.

?? ¦Ò¸Õ´£¿ô¡G
¡u¤û¡X°Êª«¦¡Àç¾i¡FÛ£¡X»G¥ÍÀç¾i¡v¬O±`¨£°t·fÃD¡AÃöÁä¦b­¹ª«¬O§_©TÅé¤Î¨Ó·½¬O§_¦º¬¡¦³¾÷ª«¡C
Remember: ¡§Cow¡Xholozoic nutrition; Mushroom¡Xsaprophytic nutrition.¡¨ Focus on whether food is ingested solidly or absorbed from decay.
",
0214,"²Ä14ÃD
?? °Ñ¦Òµª®×¡GC

?? ¸Ô²Ó¸ÑÄÀ¡G
¨xÅ¦¤ÀªcÁx¥Ä¡A¨ä¤¤§tÁxÆQ¡A¥i±N¯×ªÕ¨Å¤Æ¦¨·L²Óªoºw¡A¼W¥[?§@¥Îªºªí­±¿n¡C
The liver secretes bile containing bile salts, which emulsify fats into tiny droplets, increasing the surface area for enzymatic action.

¿ï¶µ?A?¿ù¡A¨xÅ¦¤£ª½±µ±N¿}­ìÂà¬°¸²µå¿}¡A¸Ó§@¥Î¥D­n¥Ñ¯Ø®q¯À»P¯Ø°ª¦å¿}¯À½Õ¸`¡C
Option?A?is incorrect since conversion of glycogen to glucose is hormonally controlled, not by bile.

¿ï¶µ?B?»P?D?¬°¨xÅ¦ªº¨ä¥L¥\¯à¡A¦ý»P®ø¤ÆµLÃö¡C
Options?B?and?D?represent other liver functions¡Xdetoxification and iron storage¡Xbut not digestion.

?? ¦Ò¸Õ´£¿ô¡G
¨xÅ¦Áö¨ã¦h­«¥\¯à¡A¦ý°ß¤@»P®ø¤Æª½±µ¦³Ãöªº¬OÁx¥Äªº¤Àªc»P¯×ªÕ¨Å¤Æ§@¥Î¡C
Although the liver has many roles, its only digestive function is bile secretion and fat emulsification.
",
0215,"²Ä?15?ÃD
? °Ñ¦Òµª®×¡GA

­¹«á¡A­¹ª«´Ý´í»P²Óµß·|¯d¦b¤fµÄ¡A²Óµß§Q¥Î¿}»P¾ý¯»¶i¦æ¥NÁÂ¡A²£¥Í»Ä¡C
After eating, food debris and bacteria remain in the mouth; bacteria feed on sugars and starch, producing acids.

³o¨Ç»Ä¥i»P¤ú¹V½è¤¤ªº¶tÆQ¤ÏÀ³¡A¨Ï¶tÂ÷¤l¬y¥¢¡A¤ú¹V½è³Q»G»k¡C
These acids react with calcium salts in the enamel, causing the loss of calcium ions and enamel erosion.

¦]¦¹¡A¶t¬y¥¢¬O¥Ñ²Óµß»P­¹ª«¤¤ªº¿}©Ò²£¥Íªº»Ä¤ÏÀ³©Ò­P¡C
Hence, loss of calcium from enamel results from the acid produced by bacterial metabolism of sugars.

¬°¦ó¤£¬O¨ä¥L¿ï¶µ¡G
Why not the other options:

B?¿}¤£¬Oª½±µ¥O¶t¬y¥¢ªºª«½è¡A¦Ó¬O»Äªº­ì®Æ¡C
B?is wrong because sugar itself doesn¡¦t dissolve enamel; it serves as the substrate for acid production.
C?²ÓµßÁö°Ñ»P¹Lµ{¡A¦ý­YµL¿}«h¤£·|²£»Ä¡F­«ÂI¦b¡u²£»Ä¤ÏÀ³¡v¡C
C?is incomplete since bacteria alone do not cause demineralization; the acid they produce is the cause.
D?³è²G¾ý¯»?¤£¾É­P¤ú»k¡A¥u­t³d¤À¸Ñ¾ý¯»¡C
D?is irrelevant because salivary amylase only digests starch, not enamel.
?? ¦Ò¸Õ´£¿ô?Exam?Tip¡G
ÃD¥Ø´£¨ì¡u¶tÆQ¬y¥¢¡v¡BpH?¤U­°¡B¦h»P»Ä»k?/?»Ä¤ÏÀ³¦³Ãö¡C
Whenever you see ¡§loss of calcium¡¨ or ¡§fall in pH,¡¨ the keyword is acid corrosion.",
0216,"²Ä?16?ÃD
? °Ñ¦Òµª®×¡GD

¹Ï¤¤¡uÁ{¬É?pH?­È¡v¬°¤ú¹V½è¶}©l·»¸Ñªº¬É½u¡C
The ¡§critical?pH¡¨ shown marks the threshold below which enamel begins to dissolve.

·í¤úµß½¤?pH?­°¦Ü¦¹­È¥H¤U¡A¶tÆQ·|³Q»Ä·»¸Ñ¨Ã¬y¥¢¡A¤Þ­P³E¤ú¡C
When the dental plaque?pH?drops below this critical point, calcium salts dissolve, causing tooth decay.

¬°¦ó¤£¬O¨ä¥L¿ï¶µ¡G
Why not the other options:

A?¿ù¡A¿}ªG¥»¨­?pH?­È¥iÅÜ¡A«D©T©wÁ{¬É­È¡C
A?is wrong because the?pH?of sweets varies¡Xit¡¦s not a critical threshold.
B?¤úµß½¤ªº¡u¥¿±`?pH¡v¬ù¬°?7¡AÁ{¬É?pH?§C©ó¦¹¡C
B?is wrong since normal plaque?pH?is around?7, not the critical?pH.
C?¡u³Ì¾A?pH?¡v«ü²Óµß¥Íªø³Ì¨ÎÀô¹Ò¡A»P¤ú½è·»¸ÑµLÃö¡C
C?mixes up ¡§optimal?pH?for bacteria growth¡¨ with ¡§critical?pH?for enamel dissolution,¡¨ which are different.
?? ¦Ò¸Õ´£¿ô?Exam?Tip¡G
Á{¬É?pH?¤@¥X¡×¤ú¹V½è¶}©l·»¸Ñ¬É½u¡]¬ù?5.5¡^¡÷?§C©ó¦¹§Y¤ú»k­·ÀI¡C
Critical?pH?(??5.5)?marks the onset of enamel demineralization?¡V?below it, decay begins.
",
0217,"²Ä?17?ÃD
? °Ñ¦Òµª®×¡GB

±q¹Ï¥i¨£¡A·í?pH?§C©óÁ{¬É?pH?®É·|¥X²{¤ú»k¡C
From the graph, tooth decay happens when?pH?drops below the critical?pH.

(1)?­Y´î¤Ö¶i­¹§t¿}­¹ª«ÀW²v¡A¤U­°¦ÜÁ{¬É?pH?¥H¤Uªº®É¶¡ÁYµu¡A¦³§U¨¾³E¡C
Reducing the frequency of sugary foods shortens the time below critical?pH, lowering decay risk.

(2)?¬t¤Æª«¯à±j¤ÆµW·ã½è¡A´îºC³E¤ú¡A¦ý¦¹¶µ¨Ã«D¥Ñ¹Ïª½±µÅã¥Ü¡C
Fluoride strengthens enamel, though the graph does not directly display this effect.

(3)?À\«á¨ê¤ú¥i¥h°£­¹ª«´Ý´í»P²Óµß¡A´î¤Ö»Ä¥Í¦¨®É¶¡¡C
Brushing after eating removes bacterial food sources, reducing acid exposure.

ºî¦X(1)»P(3)¯à¥Ñ¹Ï±À½×¡A¥¿½T²Õ¦X¬°?B¡C
Since (1)?and?(3)?relate to the graph, the correct choice is?B.

?? ¦Ò¸Õ´£¿ô?Exam?Tip¡G
¯A¤Î¡upH?­È¦±½u®É¶¡ÅÜµu?¡÷?³E¤ú¤Ö¡v¥iÁp·Q¨ì´î¤Ö¿}Äá¤JÀW²v»P¶º«á¨ê¤ú¡C
Whenever the question shows shorter acid-exposure time, think of less frequent sweets?+?post-meal brushing.",
0218,"²Ä?18?ÃD
? °Ñ¦Òµª®×¡GC

¤HÃþºë¤l»P³Q¤l´Óª«¶¯°t¤l(ªá¯»¤º¥Í¥Xªº¶¯®Ö)¦@¦³¤§³B¬°¨ã³æ­¿Åé¬V¦âÅé²Õ¡C
Both human sperm and the male gamete of flowering plants are haploid, containing half the chromosome number.

¨âªÌ¬Ò¥Ñ´î¼Æ¤Àµõ²£¥Í¡A¤À§O¥Î©ó»P»Û°t¤l¿Ä¦X¡C
Both are formed by meiosis and function in fusing with a female gamete.

¬°¦ó¤£¬O¨ä¥L¿ï¶µ¡G
Why not?A,?B,?D?:

A?ºë¤l¯à´å°Ê¡A¶¯®Ö¤£¯à¡F´Óª«¾aªá¯»ºÞ¾É¤Þ¡C
A?is wrong because human sperm are motile, but male gametes of plants move via pollen tubes.
B?´Óª«ºë¤l¨S¦³§À¤Ú¡C
B?is incorrect as plant male gametes lack tails.
D?»Û©Ê¨M©w¤l¥N©Ê§O¤D­÷¨Å°Êª«¯S¦³¡A¤£¾A¥Î©ó´Óª«¡C
D?is irrelevant since plants have no sex-chromosome system determining offspring sex.
?? ¦Ò¸Õ´£¿ô?Exam?Tip¡G
¦¹ÃþÃD±`¦Ò¡u°t¤l?haploid?¡÷?´î¼Æ¤Àµõ²£¥Í?¡÷?²§©Ê¿Ä¦X¡v¡C
Remember: Both gametes?=?haploid?+?formed?by?meiosis?+?fuse?at?fertilization.
",
0219,"²Ä?19?ÃD
? °Ñ¦Òµª®×¡GA

ºû¥Í¯À?C?ÄÝ¤ô·»©Ê¤p¤À¤l¡A¥iª½±µ¥Ñ¤p¸zµ³¤ò¤ò²Ó¦åºÞ§l¦¬¡C
Vitamin?C?is water-soluble and small enough to be absorbed directly into the blood capillaries in villi.

½©¿}»P¦h?¥²¶·¥ý¤ô¸Ñ¡A¤À§OÅÜ¬°¿}³æÅé»PÓi°ò»Ä«á¤~¯à³Q§l¦¬¡C
Sucrose and polypeptides must first be hydrolyzed into monosaccharides and amino acids before absorption.

¬°¦ó¤£¬O¨ä¥L¿ï¶µ¡G
Why not?B,?C,?D?:

B?¥u¬O½©¿}¡A»Ý¥ý¸g»Ã¯À¤À¸Ñ¡C
B?is wrong since sucrose must be digested by sucrase.
C?¦h?»Ý³J¥Õ?¤À¸Ñ¡C
C?is wrong because polypeptides need protease action.
D?ºû¥Í¯À?C?¤~¬O¤£¸g¤ô¸ÑªÌ¡C
D?matches option?A,?not?D?here.
?? ¦Ò¸Õ´£¿ô?Exam?Tip¡G
¤Z¨£¡u¥iª½±µ§l¦¬¦Ó¤£»Ý®ø¤Æ¡v¡÷?­º¿ïºû¥Í¯À?C?©ÎÄqª«ÆQ©Î¤ô¡C
For ¡§absorbed without digestion,¡¨ think vitamins, water, minerals.",
0220,"²Ä?20?ÃD
? °Ñ¦Òµª®×¡GC

»Ã¥Àµß¥H¥XªÞ¥Í´ÞÁc´Þ¡AÄÝ©óµL©Ê¥Í´Þ¡F¦Ï¿á¥ÒªººØ¤l§Î¦¨¬°¦³©Ê¥Í´Þ¡C
Yeast reproduces by budding (asexual), while Bauhinia forms seeds via sexual reproduction.

¥XªÞ¥Í´Þ¥Ñ¿Ë¥N²Ó­M¶i¦æ¦³µ·¤Àµõ¡A¤£¯A¤Î°t¤l¡F¦ÓºØ¤l§Î¦¨»Ý´î¼Æ¤Àµõ²£¥Í°t¤l¦A¨üºë¡C
In budding, the parent cell undergoes mitosis; no gametes form.?Seed formation involves meiosis and fertilization.

¦]¦¹¡u¯A¤Î¤@ºØ°t¤l¡vªº»¡ªk¿ù»~¡C
Therefore, statement?C?is incorrect.

¬°¦ó¤£¬O¨ä¥L¿ï¶µ¡G
Why not?A,?B,?D?:

A?¥XªÞ¥Í´Þ½TÄÝµL©Ê¥Í´Þ¡C
A?is true because budding is asexual.
B?¥XªÞ¶È¥Î¦³µ·¤Àµõ¡A¤]¥¿½T¡C
B?is true: budding involves mitosis only.
D?µL©Ê¥Í´Þ¤l¥N»P¥ÀÅé°ò¦]¤@­P¡A¥ç¥¿½T¡C
D?is true as offspring are genetically identical to parents in asexual reproduction.
?? ¦Ò¸Õ´£¿ô?Exam?Tip¡G
¡u¥XªÞ?=?µL©Ê?=?¦³µ·¤Àµõ?=?µL°t¤l?=?°ò¦]¬Û¦P¡v¬°©T©wÅÞ¿èÃì¡C
For budding questions, keep this chain: asexual?¡÷?mitosis?¡÷?no?gametes?¡÷?identical?offspring.",
0221,"²Ä?21?ÃD
? °Ñ¦Òµª®×¡GD

®·ÃÇ¯ó¯à¦b³h½Cªºªd¤g¤¤¥Íªø¡A¬O¦]¬°¨ä¥i±q©øÂÎÅé¤ºÀò¨ú´á¤¸¯À¡C
The Venus flytrap thrives in nutrient-poor soil because it obtains nitrogen from captured insects.

©øÂÎªº¨­Åé§t¦³³J¥Õ½èµ¥§t´á¤Æ¦Xª«¡A¤À¸Ñ«á´Óª««K¯à§l¦¬¥Î©ó»s³yÓi°ò»Ä»P®Ö»Ä¡C
As insects contain proteins and nitrogenous compounds, digestion allows the plant to absorb nitrogen for making amino acids and nucleic acids.

´á¬O´Óª«¦X¦¨¸­ºñ¯À»P³J¥Õ½è³Ì­«­nªº¤¸¯À¤§¤@¡C
Nitrogen is essential for protein and chlorophyll synthesis in plants.

¬°¦ó¤£¬O¨ä¥L¿ï¶µ¡G
Why not the other options:

A?´Óª«¤@¯ë¯à±q®Ú§l¦¬¨¬°÷¤ô¤À¡A¤£»Ý®·­¹´£¨Ñ¡C
A?is wrong because water is absorbed adequately by roots; insect capture does not increase water supply.
B?­¹¦×´Óª«¤£¾aÂy­¹¨ú±oÃB¥~¯à¶q¡A¯à¶q¤´¨Ó¦Û¥ú¦X§@¥Î¡C
B?is incorrect since these plants still get energy from photosynthesis, not animal digestion.
C?®·ÂÎ¥u¬°¸É¥RÄqª«¾i¤À¡A¤×¨ä´á¡A»P¤G®ñ¤ÆºÒ¨ÑÀ³µLÃö¡C
C?is wrong because trapping insects supplements minerals, not carbon dioxide.
?? ¦Ò¸Õ´£¿ô?Exam?Tip¡G
¬Ý¨ì¡u­¹ÂÎ´Óª«¡vÃD«¬¡AÃöÁä¦r¤@©w¬O¸É¥R´á·½?(nitrogen?supply)¡C
In questions about carnivorous plants, always link to extra nitrogen nutrition.",
0222,"²Ä?22?ÃD
? °Ñ¦Òµª®×¡GA

¤HÃþ¦³¨â®M¤ú¡G¨Å¾¦¨t»P«í¾¦¨t¡C
Humans possess two sets of teeth: milk dentition and permanent dentition.

¨Å¾¦¨t¦@¦³?8?Áû¦Ý¾¦¡A¦Ó«í¾¦¨t«h¦³?12?Áû¦Ý¾¦¡A¦]¦¹?(1)?¥¿½T¡C
Milk dentition has 8?molars, while permanent dentition has?12?¡V?thus?(1)?is?correct.

¬°¦ó¤£¬O¨ä¥L¿ï¶µ¡G
Why not the other options:

(2)?¿ù»~¡A¦¨¤Hªº«í¾¦¨t¦³¤j¦Ý¾¦¡C
(2)?is false because permanent teeth include molars.
(3)?¿ù»~¡A¨Å¾¦¥\¯à¨Ã«D±M¬°¶¼¥Î¨Å¥Ä¡A¦Ó¬O»²§U©TÅé­¹ª«ªºªì´Á©CÄZ¡C
(3)?is false since milk teeth assist in chewing soft solid food, not just milk.
?? ¦Ò¸Õ´£¿ô?Exam?Tip¡G
°O¦í¤ú¾¦¤½¦¡¡G
¨Å¾¦¨t?=?212?(ªù¾¦¡B¤ü¾¦¡B¦Ý¾¦)¡F?«í¾¦¨t?=?2123?(¦h¥X«e¦Ý¾¦)¡C
Dentition formula: Milk?=?2?1?2?/?Permanent?=?2?1?2?3.",
0223,"²Ä?23?ÃD
? °Ñ¦Òµª®×¡GD

µ²ºc?X?¬O¤p¸zµ³¤ò?(villus)¡A¥~Æ[§e«üª¬¬ð°_¡A¦³¦h¼h²Ó­M»P¦å¤ò²ÓºÞ¡C
Structure?X?is a villus in the small intestine, appearing as finger-like projections with many cells and blood capillaries.

¨ä¥\¯à¬O§l¦¬¸g®ø¤Æ«áªºÀç¾iª«½è¡A¨Ò¦p¸²µå¿}»PÓi°ò»Ä¡C
Its function is to absorb digested nutrients such as glucose and amino acids.

¬°¦ó¤£¬O¨ä¥L¿ï¶µ¡G
Why not the other options:

A?µøºô½¤·P¥ú²Ó­MÄÝ³æ²Ó­M¡A«D¦¹¦h®Ö«üª¬²ÕÂ´¡C
A?is wrong because rod and cone cells are single photoreceptors, not multi-cellular villi.
B?¿é§ZºÞÅÖ¤ò¤W¥Ö¤£¬O¦h¼h«üª¬µ²ºc¡C
B?is incorrect because cilia in the oviduct are on flat epithelial cells, not finger-like villi.
C?µÇ¤pºÞªñ¦±³¡ªº²Ó­M·|­«§l¦¬¸²µå¿}¡A¦ý¨ä§ÎºA«D«üª¬±Æ¦C¡C
C?is wrong since proximal tubule cells reabsorb glucose, yet form convoluted tubules, not villi.
?? ¦Ò¸Õ´£¿ô?Exam?Tip¡G
¡u«üª¬µ²ºc¡B§l¦¬¡Bµ³¤ò?(villus)?¡v¤T¦r±`³s¦b¤@°_¥X²{¡C
Whenever you see ¡§finger-like structure?+?absorption,¡¨ the answer is villus.",
0224,"²Ä?24?ÃD
? °Ñ¦Òµª®×¡GA

¦b¦³µ·¤Àµõ¶}©l«e¡AÅÜ§ÎÂÎ»ÝÀx¦s¤j¶q¦³¾÷ª«¥H¨Ñ¯à¶q¤Î¥Íªø¡C
Before binary fission, an amoeba stores numerous organic substances for energy and material needs.

¦¹¹Lµ{¥u¯A¤Î¦³µ·¤Àµõ?(mitosis)¡A¤£¶i¦æ´î¼Æ¤Àµõ¡C
Only mitosis occurs during binary fission; meiosis does not take place.

¨ä²Ó­M½èÀH«á¤Àµõ¬°¨â³¡¤À¡A¨C³¡¤À³£¦³¤@­Ó²Ó­M®Ö¡C
The cytoplasm then divides into two parts, each containing a nucleus to form daughter amoebae.

¬°¦ó¤£¬O¨ä¥L¿ï¶µ¡G
Why not?B,?C,?D?:

(2)?½Æ»s¬V¦âÅé½T¹êµo¥Í¡A¦ý?A?§ó§¹¾ã¸ÑÄÀÀx¯à»Pµ²ºcÅÜ¤Æ¡C
(2)?occurs, but?A?better represents the full preparatory stage of binary fission.
(3)?²Ó­M½èÅé¿n¼W¥[ÄÝ¤@¯ë¥Íªø¡A«D¤Àµõ«e¥²­n¨BÆJ¡C
(3)?is related to growth, not essential in division initiation.
?? ¦Ò¸Õ´£¿ô?Exam?Tip¡G
­YÃD¤z¥X²{¡uÅÜ§ÎÂÎ?¡V?¤G¤Àµõ?¡V?Àx¯à¡v¡÷?¥Nªí¡uµL©Ê¥Í´Þ?+?¦³µ·¤Àµõ?+?¯à¶qÀx³Æ¡v¡C
When the question involves ¡§amoeba binary fission,¡¨ recall mitosis + energy storage + no gametes.",
0225,"²Ä?25?ÃD
? °Ñ¦Òµª®×¡GD

²£«á°ü¤k¦b«ì´_´Á¥X¦å¡A¬O¦]¬°¼W«pªº¤l®c¤º½¤²æ¸¨¡C
Postnatal vaginal bleeding occurs as the thickened uterine lining (endometrium) is shed after delivery.

³o¹Lµ{Ãþ¦ü¤ë¸g¡A¦ý³W¼Ò¸û¤p¡A¬°¨­Åé²M°£ÂÂ²ÕÂ´¡C
This is similar to menstruation but lighter, serving to remove residual uterine tissue.

¬°¦ó¤£¬O¨ä¥L¿ï¶µ¡G
Why not the other options:

A?¦Ï¤ô±Æ¥X©ó¤À®Y·í®É¡A¦Ó«D²£«á¼Æ¶g¡C
A?is wrong since amniotic fluid is released during delivery, not weeks after.
B?¤£¯à¥¿±`¾®¦å¬°¯f²z²{¶H¡A¤£ÄÝ¦ÛµM¹Lµ{¡C
B?is incorrect because inability to clot is abnormal, not physiological.
C?¤ë¸g«ì´_Áö¦b²£«á¡A¦ýµu¼È¡A»P¦¹«ùÄò±Æ¥X¤£¦P¡C
C?is wrong because menstruation resumes later and lasts only a few days.
?? ¦Ò¸Õ´£¿ô?Exam?Tip¡G
¥X²{¡u²£«á¤k©Ê?+?¦å²G¬y¥X¡v¦h«ü¤l®c¤º½¤²æ¸¨ (postpartum uterine shedding)¡C
Whenever a question states ¡§bleeding after childbirth,¡¨ it points to uterine lining shedding, not menstruation or amniotic release.",
0226,"²Ä?26?ÃD
? °Ñ¦Òµª®×¡GC

¸Ó¾î¤Á­±Åã¥Ü¤W¥Ö²Ó­M±Æ¦C¾ã»ô¡Aªí¼h±a¦³ÅÖ¤ò¥B¦³¤ÀªcÂH²Gªº²Ó­M¡C
The section shows epithelial cells lined with cilia on the surface and mucus-secreting cells interspersed among them.

³oºØµ²ºc¬°®ðºÞ©Î¤ä®ðºÞ¤º¾Àªº¯S¼x¡A¥Î©ó¹LÂo¤Î²M°£ªÅ®ð¤¤ªº¹Ð®J»P²Óµß¡C
Such a structure is typical of the trachea or bronchi, functioning to trap and remove dust and microbes.

»ó¤Õ¥u¬OªÅ®ð¶i¥Xªº¶}¤f¡A¨ÃµL¦¹ºØ¤W¥Ö²ÕÂ´¡FªÍªw«h¬O³æ¼hÅìª¬¤W¥Ö¡A¨S¦³ÅÖ¤ò©ÎÂH²G²Ó­M¡C
The nostril is only an external opening without epithelial lining, while alveoli have simple squamous epithelium with no cilia or mucus glands.

?? ¦Ò¸Õ´£¿ô?Exam?Tip¡G
ÃD¤¤¥X²{¡uÅÖ¤ò?+?¤ÀªcÂH²G²Ó­M¡v¡÷?µª®×¦h¬°trachea/bronchus¡]®ðºÞ©Î¤ä®ðºÞ¡^¡C
Whenever you spot ¡§cilia?+?mucus-secreting cells,¡¨ the correct location is trachea or bronchus.",
0227,"²Ä?27?ÃD
? °Ñ¦Òµª®×¡GD

©I§l¹D¤W¥Ö¥i¨¾¤î¯f­ì¤J«I¡A¦³¤T¶µ«OÅ@¯S¼x¡G
The respiratory lining protects against bacterial invasion through three main features:

1?? ÅÖ¤ò©ç°Ê¡G±N³QÂH²G®·Àòªº²Óµß»P¹Ð®J²¾¦V«|³ï¡A¥H±Æ¥XÅé¥~¡C
1?? Ciliary action: Cilia beat to move trapped dust and microbes toward the throat for removal.
2?? ÂH²G¤Àªc¡GÂH²G¯àÂHªþ¥~¨Ó²É¤l¨Ã§t¦³±þµßª«½è¡C
2?? Mucus secretion: The mucus traps particles and contains antibacterial substances.
3?? ¤W¥Ö²Ó­Mºò±K±Æ¦C¡G§Î¦¨ª«²z«Ì»Ù¡Aªý¤î²Óµß¬ï³z¡C
3?? Tightly packed epithelial cells: These form a physical barrier to block microbial entry.

¦]¦¹(1)?(2)?(3)?¬Ò¦³§U§Üµß¡A¥¿½Tµª®×¬°?D¡C
Hence all three contribute to defense ¡X correct answer?D.

?? ¦Ò¸Õ´£¿ô?Exam?Tip¡G
¿ë»{©I§l¹D¨¾¿m¾÷¨î¡×ÅÖ¤ò¹B°Ê?+?ÂH²G?+?ºò±K¤W¥Ö¼h¡C
Respiratory protection always includes cilia?movement?+?mucus?secretion?+?tight?epithelium.
",
0228,"²Ä?28?ÃD
? °Ñ¦Òµª®×¡GB

§Ü¥Í¯À¬O·L¥Íª«©Ò²£¥Í¡B¯à§í¨î©Î±þ¦º¯f­ìÅéªº¤Æ¾Çª«½è¡C
Antibiotics are chemicals produced by microorganisms that kill or inhibit pathogens such as bacteria or fungi.

¥¦­Ì¨Ã«D³J¥Õ½è¡A¦Ó¬O¥Ñ¯uµß©Î²Óµß¦b¯S©w¥NÁÂ¶¥¬q¤Àªc¡C
They are not proteins but metabolites secreted by fungi or bacteria during certain growth stages.

¬°¦ó¤£¬O¨ä¥L¿ï¶µ¡G
Why not others:

A?¿ù¡G§Ü¥Í¯À¬O¤p¤À¤l¤Æ¦Xª«¡A¨Ã«D³J¥Õ½è¡C
A?wrong ¡X antibiotics are organic chemicals, not proteins.
C?¥Õ¦å²y²£¥Íªº¬O¡u§ÜÅé¡v¡A«D§Ü¥Í¯À¡C
C?incorrect ¡X white blood cells produce antibodies, not antibiotics.
D?³¡¤À§Ü¥Í¯ÀÄÝ¡u¼s®Ä«¬¡v¡A¯à¹ï¦hºØ²Óµß¦³®Ä¡A«D¶È­­¤@Ãþ¡C
D?wrong ¡X some are broad?spectrum, not specific to one microbe only.
?? ¦Ò¸Õ´£¿ô?Exam?Tip¡G
¡u§ÜÅé?=?¦å²y²£¡v¡u§Ü¥Í¯À?=?·L¥Íª«²£¡v¡A±`²V²c¡I
Never mix up antibodies?(from?WBCs) and antibiotics?(from?microbes).",
0229,"²Ä?29?ÃD
? °Ñ¦Òµª®×¡GC

ÅÖºû¯À¬O´Óª«²Ó­M¾Àªº¥D­n¦¨¤À¡A¤ä¼µ²Ó­M¨Ã«O«ù¨ä§Îª¬¡C
Cellulose is the main component of plant cell walls, providing rigidity and maintaining cell shape.

¥¦¤£¯àÀx¦s¯à¶q¡A¤]¤£¼vÅTª«½è¶i¥X³t²v¡C
It does not store energy nor regulate permeability.

¬°¦ó¤£¬O¨ä¥L¿ï¶µ¡G
Why not others:

A?¾ý¯»¤~¬O¯à¶qÀx¦sª«¡C
A?wrong ¡X starch, not cellulose, stores energy.
B?¾ý¯»¤~·|³Q¸K²G¬V¦¨ÂÅ¶Â¦â¡C
B?incorrect ¡X iodine stains starch blue?black, not cellulose.
D?²Ó­M¾À¬O¦h¤Õªº¡A¤£±±¨î¤ô¤À¶i¥X¡C
D?wrong ¡X the cell wall is permeable and cannot control water movement.
?? ¦Ò¸Õ´£¿ô?Exam?Tip¡G
´£¨ì¡uºû«ù§Îª¬?/?°í©Tµ²ºc¡v¡÷?µª®×¥²¬°cellulose?ÅÖºû¯À¡C
When the question emphasizes ¡§rigidity¡¨ or ¡§shape support,¡¨ pick cellulose.
",
